evidence_id,family,dataset,dataset_variant,data_status,prediction_unit,class_definition_and_mapping,temporal_range_or_window,graph_construction,graph_visibility,protocol,model_or_configuration,seed_set,n_seeds,metrics,provenance_level,result_source,prediction_export,prediction_manifest,statistical_pairing_key,hardware_or_resource_envelope,validation_status,validation_source,evidence_lock_status,evidence_lock,claim_gate_status,claim_gate,eligibility,notes
V28::ibm_aml::hi-medium::late_window_holdout::recent_window_only_graph,IBM AML construction/feature ablation,IBM AML-Data,hi-medium,synthetic financial transactions generated by IBM AML-Data,transaction/edge,"transaction is_laundering in {0,1}; positive=laundering (1)",chronological 60% train / 20% validation / 20% test,most recent 50% of training edges form message-passing structure; 2077023 accounts; 31898238 transactions; 8 edge features,node history features use the first 60% of transactions (this protocol's training interval); test transaction labels unavailable,late_window_holdout,"edge-aware GraphSAGE h64, RecentWindow",1-10,10,F1@0.5; precision@0.5; recall@0.5; balanced accuracy; AUROC; AUPRC; runtime; saved scores,canonical imported full10 evidence,results/v28_imported/imported_json/V28_hi-medium_recent_window_only_graph_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-medium_recent_window_only_graph_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-medium_recent_window_only_graph_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-medium_recent_window_only_graph_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-medium_recent_window_only_graph_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-medium_recent_window_only_graph_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-medium_recent_window_only_graph_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-medium_recent_window_only_graph_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-medium_recent_window_only_graph_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-medium_recent_window_only_graph_seed9_late_window_holdout.json,available for every seed/cell,results/v28_imported/V28_PREDICTION_EXPORT_MANIFEST.csv,variant=hi-medium|protocol=late_window_holdout|seed|configuration,single Tesla T4 environment; assigned cuda:0; actual backends=cuda:0,PASS,results/v28_imported/V28_ALL_RUNS_VALIDATION_REPORT.json,PASS_WITH_RESOURCE_BLOCKED_MEDIUM_GINE,results/v28_imported/V28_ALL_RUNS_EVIDENCE_LOCK.json,eligible within exact variant/protocol/configuration scope,results/v28_imported/V28_ALL_RUNS_CLAIM_GATE_REPORT.json,main-paper eligible,"IBM AML-Data is synthetic. Threshold metrics use score >= 0.5. Compare GINE only on matched Small cells. The materialized node-history map is shared across protocols and is built from the first 60% of transactions; early-to-late therefore permits label-free covariates from 50-60%, which must be treated as part of its visibility contract."
V28::ibm_aml::hi-small::early_to_late_transfer::account_account_sender_receiver,IBM AML construction/feature ablation,IBM AML-Data,hi-small,synthetic financial transactions generated by IBM AML-Data,transaction/edge,"transaction is_laundering in {0,1}; positive=laundering (1)",chronological 50% train / 20% validation / 30% test,sender-to-receiver account projection of transaction edges; 515088 accounts; 5078345 transactions; 8 edge features,"classifier labels use the first 50%, while the shared label-free node-history map uses the first 60% (including covariates from the first half of this protocol's validation interval); test labels unavailable",early_to_late_transfer,"edge-aware GraphSAGE h64, sender-receiver construction",1-10,10,F1@0.5; precision@0.5; recall@0.5; balanced accuracy; AUROC; AUPRC; runtime; saved scores,canonical imported full10 evidence,results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed9_early_to_late_transfer.json,available for every seed/cell,results/v28_imported/V28_PREDICTION_EXPORT_MANIFEST.csv,variant=hi-small|protocol=early_to_late_transfer|seed|configuration,single Tesla T4 environment; assigned cuda:0; actual backends=cuda:0,PASS,results/v28_imported/V28_ALL_RUNS_VALIDATION_REPORT.json,PASS_WITH_RESOURCE_BLOCKED_MEDIUM_GINE,results/v28_imported/V28_ALL_RUNS_EVIDENCE_LOCK.json,eligible within exact variant/protocol/configuration scope,results/v28_imported/V28_ALL_RUNS_CLAIM_GATE_REPORT.json,main-paper eligible,"IBM AML-Data is synthetic. Threshold metrics use score >= 0.5. Compare GINE only on matched Small cells. The materialized node-history map is shared across protocols and is built from the first 60% of transactions; early-to-late therefore permits label-free covariates from 50-60%, which must be treated as part of its visibility contract."
V28::ibm_aml::hi-small::early_to_late_transfer::degree_capped_bipartite,IBM AML construction/feature ablation,IBM AML-Data,hi-small,synthetic financial transactions generated by IBM AML-Data,transaction/edge,"transaction is_laundering in {0,1}; positive=laundering (1)",chronological 50% train / 20% validation / 30% test,training structure degree-capped at q=0.995; 515088 accounts; 5078345 transactions; 8 edge features,"classifier labels use the first 50%, while the shared label-free node-history map uses the first 60% (including covariates from the first half of this protocol's validation interval); test labels unavailable",early_to_late_transfer,"edge-aware GraphSAGE h64, DegreeCap",1-10,10,F1@0.5; precision@0.5; recall@0.5; balanced accuracy; AUROC; AUPRC; runtime; saved scores,canonical imported full10 evidence,results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed9_early_to_late_transfer.json,available for every seed/cell,results/v28_imported/V28_PREDICTION_EXPORT_MANIFEST.csv,variant=hi-small|protocol=early_to_late_transfer|seed|configuration,single Tesla T4 environment; assigned cuda:0; actual backends=cuda:0,PASS,results/v28_imported/V28_ALL_RUNS_VALIDATION_REPORT.json,PASS_WITH_RESOURCE_BLOCKED_MEDIUM_GINE,results/v28_imported/V28_ALL_RUNS_EVIDENCE_LOCK.json,eligible within exact variant/protocol/configuration scope,results/v28_imported/V28_ALL_RUNS_CLAIM_GATE_REPORT.json,main-paper eligible,"IBM AML-Data is synthetic. Threshold metrics use score >= 0.5. Compare GINE only on matched Small cells. The materialized node-history map is shared across protocols and is built from the first 60% of transactions; early-to-late therefore permits label-free covariates from 50-60%, which must be treated as part of its visibility contract."
V28::ibm_aml::hi-small::early_to_late_transfer::edge_aware_graphsage_h64_degree_only,IBM AML construction/feature ablation,IBM AML-Data,hi-small,synthetic financial transactions generated by IBM AML-Data,transaction/edge,"transaction is_laundering in {0,1}; positive=laundering (1)",chronological 50% train / 20% validation / 30% test,original graph; edge attributes replaced by endpoint-degree features; 515088 accounts; 5078345 transactions; 4 edge features,"classifier labels use the first 50%, while the shared label-free node-history map uses the first 60% (including covariates from the first half of this protocol's validation interval); test labels unavailable",early_to_late_transfer,"edge-aware GraphSAGE h64, DegreeOnly",1-10,10,F1@0.5; precision@0.5; recall@0.5; balanced accuracy; AUROC; AUPRC; runtime; saved scores,canonical imported full10 evidence,results/v28_imported/imported_json/V28_hi-small_degree_only_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed9_early_to_late_transfer.json,available for every seed/cell,results/v28_imported/V28_PREDICTION_EXPORT_MANIFEST.csv,variant=hi-small|protocol=early_to_late_transfer|seed|configuration,single Tesla T4 environment; assigned cuda:0; actual backends=cuda:0,PASS,results/v28_imported/V28_ALL_RUNS_VALIDATION_REPORT.json,PASS_WITH_RESOURCE_BLOCKED_MEDIUM_GINE,results/v28_imported/V28_ALL_RUNS_EVIDENCE_LOCK.json,eligible within exact variant/protocol/configuration scope,results/v28_imported/V28_ALL_RUNS_CLAIM_GATE_REPORT.json,main-paper eligible,"IBM AML-Data is synthetic. Threshold metrics use score >= 0.5. Compare GINE only on matched Small cells. The materialized node-history map is shared across protocols and is built from the first 60% of transactions; early-to-late therefore permits label-free covariates from 50-60%, which must be treated as part of its visibility contract."
V28::ibm_aml::hi-small::early_to_late_transfer::edge_aware_graphsage_h64_no_edge_features,IBM AML construction/feature ablation,IBM AML-Data,hi-small,synthetic financial transactions generated by IBM AML-Data,transaction/edge,"transaction is_laundering in {0,1}; positive=laundering (1)",chronological 50% train / 20% validation / 30% test,original graph structure; zeroed transaction features; 515088 accounts; 5078345 transactions; 8 edge features,"classifier labels use the first 50%, while the shared label-free node-history map uses the first 60% (including covariates from the first half of this protocol's validation interval); test labels unavailable",early_to_late_transfer,"edge-aware GraphSAGE h64, NoEdge",1-10,10,F1@0.5; precision@0.5; recall@0.5; balanced accuracy; AUROC; AUPRC; runtime; saved scores,canonical imported full10 evidence,results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_no_edge_features_seed9_early_to_late_transfer.json,available for every seed/cell,results/v28_imported/V28_PREDICTION_EXPORT_MANIFEST.csv,variant=hi-small|protocol=early_to_late_transfer|seed|configuration,single Tesla T4 environment; assigned cuda:0; actual backends=cuda:0,PASS,results/v28_imported/V28_ALL_RUNS_VALIDATION_REPORT.json,PASS_WITH_RESOURCE_BLOCKED_MEDIUM_GINE,results/v28_imported/V28_ALL_RUNS_EVIDENCE_LOCK.json,eligible within exact variant/protocol/configuration scope,results/v28_imported/V28_ALL_RUNS_CLAIM_GATE_REPORT.json,main-paper eligible,"IBM AML-Data is synthetic. Threshold metrics use score >= 0.5. Compare GINE only on matched Small cells. The materialized node-history map is shared across protocols and is built from the first 60% of transactions; early-to-late therefore permits label-free covariates from 50-60%, which must be treated as part of its visibility contract."
V28::ibm_aml::hi-small::early_to_late_transfer::edge_aware_graphsage_h64_shuffled_edge_features,IBM AML construction/feature ablation,IBM AML-Data,hi-small,synthetic financial transactions generated by IBM AML-Data,transaction/edge,"transaction is_laundering in {0,1}; positive=laundering (1)",chronological 50% train / 20% validation / 30% test,original graph; edge features shuffled within temporal masks; 515088 accounts; 5078345 transactions; 8 edge features,"classifier labels use the first 50%, while the shared label-free node-history map uses the first 60% (including covariates from the first half of this protocol's validation interval); test labels unavailable",early_to_late_transfer,"edge-aware GraphSAGE h64, ShuffledEdge",1-10,10,F1@0.5; precision@0.5; recall@0.5; balanced accuracy; AUROC; AUPRC; runtime; saved scores,canonical imported full10 evidence,results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_shuffled_edge_features_seed9_early_to_late_transfer.json,available for every seed/cell,results/v28_imported/V28_PREDICTION_EXPORT_MANIFEST.csv,variant=hi-small|protocol=early_to_late_transfer|seed|configuration,single Tesla T4 environment; assigned cuda:0; actual backends=cuda:0,PASS,results/v28_imported/V28_ALL_RUNS_VALIDATION_REPORT.json,PASS_WITH_RESOURCE_BLOCKED_MEDIUM_GINE,results/v28_imported/V28_ALL_RUNS_EVIDENCE_LOCK.json,eligible within exact variant/protocol/configuration scope,results/v28_imported/V28_ALL_RUNS_CLAIM_GATE_REPORT.json,main-paper eligible,"IBM AML-Data is synthetic. Threshold metrics use score >= 0.5. Compare GINE only on matched Small cells. The materialized node-history map is shared across protocols and is built from the first 60% of transactions; early-to-late therefore permits label-free covariates from 50-60%, which must be treated as part of its visibility contract."
V28::ibm_aml::hi-small::early_to_late_transfer::gine_light_h64,IBM AML construction/feature ablation,IBM AML-Data,hi-small,synthetic financial transactions generated by IBM AML-Data,transaction/edge,"transaction is_laundering in {0,1}; positive=laundering (1)",chronological 50% train / 20% validation / 30% test,account transaction network with original edge features; 515088 accounts; 5078345 transactions; 8 edge features,"classifier labels use the first 50%, while the shared label-free node-history map uses the first 60% (including covariates from the first half of this protocol's validation interval); test labels unavailable",early_to_late_transfer,one-layer GINE edge classifier h64,1-10,10,F1@0.5; precision@0.5; recall@0.5; balanced accuracy; AUROC; AUPRC; runtime; saved scores,canonical imported full10 evidence,results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_gine_light_h64_seed9_early_to_late_transfer.json,available for every seed/cell,results/v28_imported/V28_PREDICTION_EXPORT_MANIFEST.csv,variant=hi-small|protocol=early_to_late_transfer|seed|configuration,single Tesla T4 environment; assigned cuda:0; actual backends=cuda:0,PASS,results/v28_imported/V28_ALL_RUNS_VALIDATION_REPORT.json,PASS_WITH_RESOURCE_BLOCKED_MEDIUM_GINE,results/v28_imported/V28_ALL_RUNS_EVIDENCE_LOCK.json,eligible within exact variant/protocol/configuration scope,results/v28_imported/V28_ALL_RUNS_CLAIM_GATE_REPORT.json,main-paper eligible,"IBM AML-Data is synthetic. Threshold metrics use score >= 0.5. Compare GINE only on matched Small cells. The materialized node-history map is shared across protocols and is built from the first 60% of transactions; early-to-late therefore permits label-free covariates from 50-60%, which must be treated as part of its visibility contract."
V28::ibm_aml::hi-small::early_to_late_transfer::recent_window_only_graph,IBM AML construction/feature ablation,IBM AML-Data,hi-small,synthetic financial transactions generated by IBM AML-Data,transaction/edge,"transaction is_laundering in {0,1}; positive=laundering (1)",chronological 50% train / 20% validation / 30% test,most recent 50% of training edges form message-passing structure; 515088 accounts; 5078345 transactions; 8 edge features,"classifier labels use the first 50%, while the shared label-free node-history map uses the first 60% (including covariates from the first half of this protocol's validation interval); test labels unavailable",early_to_late_transfer,"edge-aware GraphSAGE h64, RecentWindow",1-10,10,F1@0.5; precision@0.5; recall@0.5; balanced accuracy; AUROC; AUPRC; runtime; saved scores,canonical imported full10 evidence,results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed10_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed1_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed2_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed3_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed4_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed5_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed6_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed7_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed8_early_to_late_transfer.json;results/v28_imported/imported_json/V28_hi-small_recent_window_only_graph_seed9_early_to_late_transfer.json,available for every seed/cell,results/v28_imported/V28_PREDICTION_EXPORT_MANIFEST.csv,variant=hi-small|protocol=early_to_late_transfer|seed|configuration,single Tesla T4 environment; assigned cuda:0; actual backends=cuda:0,PASS,results/v28_imported/V28_ALL_RUNS_VALIDATION_REPORT.json,PASS_WITH_RESOURCE_BLOCKED_MEDIUM_GINE,results/v28_imported/V28_ALL_RUNS_EVIDENCE_LOCK.json,eligible within exact variant/protocol/configuration scope,results/v28_imported/V28_ALL_RUNS_CLAIM_GATE_REPORT.json,main-paper eligible,"IBM AML-Data is synthetic. Threshold metrics use score >= 0.5. Compare GINE only on matched Small cells. The materialized node-history map is shared across protocols and is built from the first 60% of transactions; early-to-late therefore permits label-free covariates from 50-60%, which must be treated as part of its visibility contract."
V28::ibm_aml::hi-small::late_window_holdout::account_account_sender_receiver,IBM AML construction/feature ablation,IBM AML-Data,hi-small,synthetic financial transactions generated by IBM AML-Data,transaction/edge,"transaction is_laundering in {0,1}; positive=laundering (1)",chronological 60% train / 20% validation / 20% test,sender-to-receiver account projection of transaction edges; 515088 accounts; 5078345 transactions; 8 edge features,node history features use the first 60% of transactions (this protocol's training interval); test transaction labels unavailable,late_window_holdout,"edge-aware GraphSAGE h64, sender-receiver construction",1-10,10,F1@0.5; precision@0.5; recall@0.5; balanced accuracy; AUROC; AUPRC; runtime; saved scores,canonical imported full10 evidence,results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_account_account_sender_receiver_seed9_late_window_holdout.json,available for every seed/cell,results/v28_imported/V28_PREDICTION_EXPORT_MANIFEST.csv,variant=hi-small|protocol=late_window_holdout|seed|configuration,single Tesla T4 environment; assigned cuda:0; actual backends=cuda:0,PASS,results/v28_imported/V28_ALL_RUNS_VALIDATION_REPORT.json,PASS_WITH_RESOURCE_BLOCKED_MEDIUM_GINE,results/v28_imported/V28_ALL_RUNS_EVIDENCE_LOCK.json,eligible within exact variant/protocol/configuration scope,results/v28_imported/V28_ALL_RUNS_CLAIM_GATE_REPORT.json,main-paper eligible,"IBM AML-Data is synthetic. Threshold metrics use score >= 0.5. Compare GINE only on matched Small cells. The materialized node-history map is shared across protocols and is built from the first 60% of transactions; early-to-late therefore permits label-free covariates from 50-60%, which must be treated as part of its visibility contract."
V28::ibm_aml::hi-small::late_window_holdout::degree_capped_bipartite,IBM AML construction/feature ablation,IBM AML-Data,hi-small,synthetic financial transactions generated by IBM AML-Data,transaction/edge,"transaction is_laundering in {0,1}; positive=laundering (1)",chronological 60% train / 20% validation / 20% test,training structure degree-capped at q=0.995; 515088 accounts; 5078345 transactions; 8 edge features,node history features use the first 60% of transactions (this protocol's training interval); test transaction labels unavailable,late_window_holdout,"edge-aware GraphSAGE h64, DegreeCap",1-10,10,F1@0.5; precision@0.5; recall@0.5; balanced accuracy; AUROC; AUPRC; runtime; saved scores,canonical imported full10 evidence,results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_capped_bipartite_seed9_late_window_holdout.json,available for every seed/cell,results/v28_imported/V28_PREDICTION_EXPORT_MANIFEST.csv,variant=hi-small|protocol=late_window_holdout|seed|configuration,single Tesla T4 environment; assigned cuda:0; actual backends=cuda:0,PASS,results/v28_imported/V28_ALL_RUNS_VALIDATION_REPORT.json,PASS_WITH_RESOURCE_BLOCKED_MEDIUM_GINE,results/v28_imported/V28_ALL_RUNS_EVIDENCE_LOCK.json,eligible within exact variant/protocol/configuration scope,results/v28_imported/V28_ALL_RUNS_CLAIM_GATE_REPORT.json,main-paper eligible,"IBM AML-Data is synthetic. Threshold metrics use score >= 0.5. Compare GINE only on matched Small cells. The materialized node-history map is shared across protocols and is built from the first 60% of transactions; early-to-late therefore permits label-free covariates from 50-60%, which must be treated as part of its visibility contract."
V28::ibm_aml::hi-small::late_window_holdout::edge_aware_graphsage_h64_degree_only,IBM AML construction/feature ablation,IBM AML-Data,hi-small,synthetic financial transactions generated by IBM AML-Data,transaction/edge,"transaction is_laundering in {0,1}; positive=laundering (1)",chronological 60% train / 20% validation / 20% test,original graph; edge attributes replaced by endpoint-degree features; 515088 accounts; 5078345 transactions; 4 edge features,node history features use the first 60% of transactions (this protocol's training interval); test transaction labels unavailable,late_window_holdout,"edge-aware GraphSAGE h64, DegreeOnly",1-10,10,F1@0.5; precision@0.5; recall@0.5; balanced accuracy; AUROC; AUPRC; runtime; saved scores,canonical imported full10 evidence,results/v28_imported/imported_json/V28_hi-small_degree_only_seed10_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed1_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed2_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed3_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed4_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed5_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed6_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed7_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed8_late_window_holdout.json;results/v28_imported/imported_json/V28_hi-small_degree_only_seed9_late_window_holdout.json,available for every seed/cell,results/v28_imported/V28_PREDICTION_EXPORT_MANIFEST.csv,variant=hi-small|protocol=late_window_holdout|seed|configuration,single Tesla T4 environment; assigned cuda:0; actual backends=cuda:0,PASS,results/v28_imported/V28_ALL_RUNS_VALIDATION_REPORT.json,PASS_WITH_RESOURCE_BLOCKED_MEDIUM_GINE,results/v28_imported/V28_ALL_RUNS_EVIDENCE_LOCK.json,eligible within exact variant/protocol/configuration scope,results/v28_imported/V28_ALL_RUNS_CLAIM_GATE_REPORT.json,main-paper eligible,"IBM AML-Data is synthetic. Threshold metrics use score >= 0.5. Compare GINE only on matched Small cells. The materialized node-history map is shared across protocols and is built from the first 60% of transactions; early-to-late therefore permits label-free covariates from 50-60%, which must be treated as part of its visibility contract."
